score,std,timesteps
2321.98185904026,703.1586881608275,475136
1789.247958946228,703.1586881608275,483328
747.4345903038978,703.1586881608275,491520
3972.3591036915777,703.1586881608275,499712
1812.5628506422042,703.1586881608275,507904
1218.3727222919465,703.1586881608275,516096
2250.5658649742604,703.1586881608275,524288
2167.7187873482703,703.1586881608275,532480
1988.6129013359546,703.1586881608275,540672
1364.8264384567738,703.1586881608275,548864
2258.0356846272944,703.1586881608275,557056
2080.061590415239,703.1586881608275,565248
2802.313846439123,703.1586881608275,573440
2704.9798417687416,703.1586881608275,581632
1878.3764828145504,703.1586881608275,589824
2721.6737516105177,703.1586881608275,598016
2505.9544428884983,703.1586881608275,606208
2159.513298487663,703.1586881608275,614400
2936.9969422876834,703.1586881608275,622592
3083.394068902731,703.1586881608275,630784
3357.2308371722697,703.1586881608275,638976
2879.841503560543,703.1586881608275,647168
2654.784920167923,703.1586881608275,655360
2994.8880333542825,703.1586881608275,663552
2795.409922349453,703.1586881608275,671744
3473.35256344676,703.1586881608275,679936
3149.999955058098,703.1586881608275,688128
2725.6350217878817,703.1586881608275,696320
3029.803781342506,703.1586881608275,704512
2611.1543866574766,703.1586881608275,712704
3058.721034216881,703.1586881608275,720896
2528.5902584135533,703.1586881608275,729088
2869.2026759266855,703.1586881608275,737280
3284.796231865883,703.1586881608275,745472
2690.8324586927893,703.1586881608275,753664
2838.191608923674,703.1586881608275,761856
2598.3651522278788,703.1586881608275,770048
3057.7024186730387,703.1586881608275,778240
3207.5515148758886,703.1586881608275,786432
2908.1362776100636,703.1586881608275,794624
3756.017295974493,703.1586881608275,802816
3356.6649387657644,703.1586881608275,811008
3352.8168528020383,703.1586881608275,819200
3177.1629295229914,703.1586881608275,827392
3170.9946720421312,703.1586881608275,835584
2867.278627830744,703.1586881608275,843776
2838.191606152058,703.1586881608275,851968
2676.4021214187146,703.1586881608275,860160
3693.8819846451283,703.1586881608275,868352
3398.5411943972113,703.1586881608275,876544
3013.3928094506264,703.1586881608275,884736
3647.704924583435,703.1586881608275,892928
3367.1340055584906,703.1586881608275,901120
3236.3555817484857,703.1586881608275,909312
2685.399857747555,703.1586881608275,917504
3011.8083059847354,703.1586881608275,925696
3478.5022078096868,703.1586881608275,933888
3122.4974348545074,703.1586881608275,942080
3374.4906421124933,703.1586881608275,950272
3127.1943684101107,703.1586881608275,958464
3030.6526186823844,703.1586881608275,966656
3003.7160002052783,703.1586881608275,974848
3215.3042753219606,703.1586881608275,983040
3536.7894336044787,703.1586881608275,991232
3831.6209165275095,703.1586881608275,999424
3634.689330947399,703.1586881608275,1007616
3447.5477329313753,703.1586881608275,1015808
3093.8065422594545,703.1586881608275,1024000
3400.1822940170764,703.1586881608275,1032192
3306.979321295023,703.1586881608275,1040384
3116.838485121727,703.1586881608275,1048576
3307.6018072605134,703.1586881608275,1056768
3276.8736907601356,703.1586881608275,1064960
3207.0422017514707,703.1586881608275,1073152
3337.028369706869,703.1586881608275,1081344
2658.236879104376,703.1586881608275,1089536
228.5085467815399,703.1586881608275,1097728
1177.1755331218242,703.1586881608275,1105920
1205.5268930077552,703.1586881608275,1114112
461.5442573308945,703.1586881608275,1122304
1824.2202960968018,703.1586881608275,1130496
2026.0185800790787,703.1586881608275,1138688
2521.2902061402797,703.1586881608275,1146880
2403.470788991451,703.1586881608275,1155072
2031.4511740922928,703.1586881608275,1163264
2760.7771223127843,703.1586881608275,1171456
2602.609369701147,703.1586881608275,1179648
2246.774363923073,703.1586881608275,1187840
2787.1478461921215,703.1586881608275,1196032
3193.856842148304,703.1586881608275,1204224
3431.0235871970654,703.1586881608275,1212416
2886.1229408681393,703.1586881608275,1220608
2785.4501580774786,703.1586881608275,1228800
3172.9753089547157,703.1586881608275,1236992
3190.8575985491275,703.1586881608275,1245184
2936.8271727502347,703.1586881608275,1253376
3212.2484417140486,703.1586881608275,1261568
3154.8100586056707,703.1586881608275,1269760
3197.704930782318,703.1586881608275,1277952
2960.0288753032683,703.1586881608275,1286144
2878.653122717142,703.1586881608275,1294336
2817.196884137392,703.1586881608275,1302528
2821.6674596607686,703.1586881608275,1310720
3125.5532703757285,703.1586881608275,1318912
3284.1737403094767,703.1586881608275,1327104
2948.541201400757,703.1586881608275,1335296
3702.5967723011972,703.1586881608275,1343488
3756.0172944426536,703.1586881608275,1351680
2700.8487977564337,703.1586881608275,1359872
2835.135767018795,703.1586881608275,1368064
2959.293216472864,703.1586881608275,1376256
3016.052524828911,703.1586881608275,1384448
3095.051517254114,703.1586881608275,1392640
2652.9174686312676,703.1586881608275,1400832
2864.0530230104923,703.1586881608275,1409024
3323.786415451765,703.1586881608275,1417216
3449.2454205572603,703.1586881608275,1425408
3307.77157959342,703.1586881608275,1433600
2974.968519937992,703.1586881608275,1441792
3638.197886532545,703.1586881608275,1449984
3154.1875823378564,703.1586881608275,1458176
3086.2801384925842,703.1586881608275,1466368
2960.9343133985994,703.1586881608275,1474560
3209.1926078379156,703.1586881608275,1482752
3186.7265614926814,703.1586881608275,1490944
3157.017055720091,703.1586881608275,1499136
3394.240390712023,703.1586881608275,1507328
